time,frequency,packet_delay,packet_loss,attack_label,Bus1_V,Bus1_I,Bus1_P,Bus2_V,Bus2_I,Bus2_P,Bus3_V,Bus3_I,Bus3_P,Bus4_V,Bus4_I,Bus4_P,Bus5_V,Bus5_I,Bus5_P,Bus6_V,Bus6_I,Bus6_P
0,50.01780515454397,23.97676139456343,0.5156854197798988,0,1.0188094755501471,10.909857156618997,50.91935186616642,0.9927939141555565,8.574320089824939,48.44103327979815,1.0075139076971742,11.361726085555341,53.92071556627672,0.9949267890614669,9.9013425226795,48.38574055439725,1.020435209389322,12.167067565424043,54.548689202723544,1.009912234498372,7.5335895497771315,46.43480796630968
1,49.99230336427827,20.030321740341442,1.1843192597352508,0,1.0224955642810956,8.514173099167124,49.256752529200725,0.9749723211746214,13.752845515875837,53.84769834033753,0.9955001037838251,9.74155278250306,50.352463161328444,1.02253842594664,12.13746867779314,48.959822905164266,0.9863361320551073,8.63900820078836,45.87690528408441,0.9990298703043773,9.906785637088689,51.439857692878064
2,49.98534074494293,37.5824042062379,0.4651636666895811,0,1.0359171899284334,10.652162375494262,51.2667174044118,0.9838607755819813,11.755225492980292,50.753763832641646,0.9963067483727137,8.396038912193264,49.022108569175096,0.9759308756585525,12.100716458202065,51.60811163666498,1.0083939176439205,9.219208227252823,52.095476647988285,0.9870141732858092,10.008845370698733,49.75659145272654
3,49.98770520042576,30.58464645687836,1.1981518528381867,0,0.986330761501279,8.309013862294687,48.929961717948395,0.989264174210447,10.192179111068201,49.39155587847137,1.0042778558482526,11.79764043740174,47.982480815755714,0.972926144821304,10.785341442877632,48.61526152714109,0.9785600523063774,9.14081933139809,50.4846514430449,0.9951142977398685,9.752163284367242,49.91583592911043
4,49.99500090655972,28.477995554585945,1.5466502476518407,0,0.9982429293049594,10.379391173683752,53.73591470537804,0.9944852583194175,12.749843200822198,54.070654763366534,0.9823049501698505,10.967476613489193,49.423685759897495,0.986741458750279,14.182111893508335,51.05740152633931,1.0132663205938852,8.003777748048593,53.17437764321198,0.967230232366359,8.496915609570475,50.05738581915922
5,50.00671552188009,35.61203082532451,0.04151137158470952,0,1.0039868475719524,7.05704676633723,49.25472868915663,1.016427492754394,6.6451402438818175,49.16566523548065,1.0001292908058066,8.434015041382871,47.26214547596567,1.0046163467776335,14.72564731988615,48.002076808871244,0.9957715715020655,9.499991030011666,47.03471232126896,0.9893551676354121,7.71447236111167,50.044365392513726
6,50.01516655479259,35.54942698287802,1.967232797015968,0,0.9949345988282008,9.634076439860513,50.074365470208335,0.9934946698919122,12.825859489598512,51.920334947551474,0.9813972715177093,7.788149921800123,53.97319794530716,1.0128525398239652,9.738516778370002,49.103070265992564,1.00056616722071,8.039461277837937,52.91061688264121,1.0207401801263758,11.580744744678466,52.723159636049864
7,49.970347910015406,20.91291920048992,0.5016600863641947,0,0.9878872454120118,10.666008309763301,53.75480742269512,0.9977715834705911,12.230200272914422,53.81270057284542,1.0089163009064948,10.180975159806197,47.24515222060092,1.0495884659751202,9.891404140494995,50.64119966904354,0.9830700543711794,13.815434091860665,50.850939958408155,0.9746270991319611,9.148096239785122,51.80121185029167
8,50.013182128072714,24.75181793853879,1.5229834559333386,0,1.0117812379983186,9.030753410254793,53.05571017698758,1.005391137568655,8.026883813449583,50.296746933743115,1.00081980584695,10.818819001298944,47.7227539208163,0.9950361606546504,9.281309736269034,49.96849631231434,1.0307087201065992,7.986805474563566,50.863125920168514,1.0027304370502788,11.751572265781721,47.37130933558676
9,50.00361652194549,29.133076555590563,0.057684940849868305,0,0.9654532511686156,11.108306505998168,46.0398826525511,1.0020621494340456,11.005332206480102,49.10359205302212,0.9711974617593974,9.332833424960526,53.0899632186924,0.9825578799329475,11.427508119625823,48.236131970219525,0.9695940761017671,10.849188811942549,48.939723605971054,1.0291850891834382,7.849964283911088,54.33039781265923
