time,frequency,packet_delay,packet_loss,attack_label,Bus1_V,Bus1_I,Bus1_P,Bus2_V,Bus2_I,Bus2_P,Bus3_V,Bus3_I,Bus3_P,Bus4_V,Bus4_I,Bus4_P,Bus5_V,Bus5_I,Bus5_P,Bus6_V,Bus6_I,Bus6_P
0,49.9988102540361,35.72093297569545,0.8356012064435638,0.0,0.966100788611439,8.931675089657407,49.795363400609745,1.0364065735132932,12.553978267157166,50.77450534929171,0.9830173215360928,11.909938559784736,54.66297598040301,1.0158870884395355,9.475152535844794,46.29118227650761,0.9798922711542214,9.044076201117385,52.23515372922635,0.9988821917176507,6.119454548619287,50.328156968302665
1,49.98885848054723,25.968937926275217,1.1490774888262254,0.0,0.9964208650219358,10.069013602133984,49.061339916950224,1.0052919115088976,11.853695569610084,50.9774772502567,1.0460333967753137,12.585735842464278,49.51135466470482,1.0254859547407196,6.924946101995008,51.015644104556706,1.0037404830438077,9.75232356286072,47.72923734956825,1.0020015502826891,7.423132547983574,47.713179604894265
2,50.007664245546465,35.76809737417801,0.8901854015415904,0.0,1.039450213760203,9.683682407749574,49.96779551595052,0.9577759815256802,8.992036030308174,46.97350561509546,0.9993643371776122,10.870244862407025,49.9180234122603,1.0029027348005153,8.125811257949154,45.41981530701354,0.9704490675993597,9.20567664667544,54.285431299888984,1.0075982217206534,12.498641908417424,47.093865846496385
3,50.00816410644807,36.67557821487463,0.988547247606224,0.0,1.0128954646528427,9.665492639087637,48.42781203600259,1.0150128802245604,7.424452967905547,49.30993938767795,1.018637945560958,7.253038892490834,51.01779841361457,0.9814417174939614,8.896141418820518,47.9021307670308,0.9750486031045126,5.629322332874079,52.240432556946175,1.019982740591378,10.84641543521096,48.697557778014705
4,49.9918404063296,31.323008925521606,0.31726442984605585,0.0,0.9709659621308732,8.653005682160195,50.51344920882515,0.9945862374559886,9.1243555238156,49.480227524374726,0.9944520177808801,11.397894201030264,49.991318197817215,0.9485040909811759,10.451172942903115,52.869931348248556,1.0132357303623414,11.11943338560689,49.61900970640175,1.018813802443024,10.465678702346622,47.57210963051785
5,49.997488159646025,27.99221804648373,0.31536698765632654,0.0,0.9582774269930373,12.13900971473769,52.24827905659418,1.0349088721860968,11.79061850826513,50.93746034316783,0.9963698880344958,7.354226465098801,48.62522856898088,1.0131904202633641,7.892589963436212,52.70829547348102,1.0130951196697289,9.881662295767505,47.45660257761752,1.036923230542119,9.786526198670739,50.1338208631303
6,50.002768748883945,36.58631585241668,1.835832312118636,0.0,1.0011515609931738,7.912528123773882,47.27746645284007,0.9736181169695931,6.723970298215205,50.98056063272831,0.9695362272958302,7.378844814132076,47.19878822563069,0.9872922422854312,11.001885785748328,53.93018434124293,0.9940502219713194,12.739048119382712,47.77380607687276,1.0298846343768389,11.953982776245834,51.713869198631095
7,49.98865317115268,32.530584490357896,0.36036570122676226,0.0,0.9736279613692123,7.25838027882125,51.61394749692211,0.9992187587097502,6.813287018647896,50.18970144751022,0.9922791708695833,10.00416930190797,51.15328412121764,1.0084641425979843,10.794491427531918,48.80528064581375,1.0265931005321534,12.448970878742244,50.8232879516445,1.0365277563537527,10.128491730780675,49.6929277814582
8,50.01089343811758,38.563452302788235,1.1706007015856061,0.0,1.0011049090633075,8.488239911659987,52.16700475619543,1.0294542753904121,12.320935714889373,50.91168515584483,1.051027772716906,9.609613573238875,47.39127953052475,0.9772095906069328,13.379925140899138,51.706568266969725,0.9769354046864781,7.639423143570928,52.868356228763034,1.0093677488724833,8.358774898177561,51.80803123259407
9,50.00371716937883,30.591389360332762,1.4146718874331363,0.0,0.9901112417447239,11.541398932981748,47.56892746494888,0.9835291439427278,12.161184416563698,51.86518917530246,0.989548381558045,8.836153853637809,48.348204056702016,0.9830815955469181,3.573505518384092,51.702304963624556,0.9757953746958455,8.650763808837748,49.86277677823667,0.9979555653719455,7.181536627756058,50.21299085494647
10,50.01955092593873,33.227292861183706,1.9652190657536068,0.0,0.9923513818787841,13.071816210364148,48.9470193465243,1.018064575564565,10.143186872115768,49.8168671371276,0.9959298723910899,10.560650605800781,47.067467254202725,0.9567871592826,11.255318433115384,50.08756961267449,0.9928099330771589,10.23890565041683,49.71480430229452,1.0026175433225792,11.489272315615645,48.303250142479406
11,49.99372004433274,22.64350666492042,1.8423173119345366,0.0,0.9827512293665601,11.315754699412253,51.49814381567892,1.0008754437559664,12.807345521163905,45.35376226677124,0.9771336098980886,12.531486035040736,51.92897155185243,0.9932316919323632,9.939738183651588,50.504269149020146,1.0341273446484456,11.896446549170912,50.99741685736204,1.027501632350587,12.802559116320126,52.26916760143271
12,50.00138771847941,22.515118057868158,1.4101138213186943,0.0,1.0106727372040587,7.323698586036295,50.732988370975676,1.0127361642219161,10.524704588588975,51.429237824281415,0.986002567862622,12.230580468115626,48.607095623584094,1.012526571119937,7.507176220267489,50.1513892974564,0.9881295688528324,7.08022867367716,49.850524500544054,0.9943925988219637,6.671431970401624,48.42443426185558
13,50.00280468123678,35.71831602961221,1.1217268565638197,0.0,0.9845925343420248,12.112555992305374,48.06505842050097,0.9840005011667347,9.486920896881621,49.954493925545734,0.9975865855559677,9.852130537596535,45.72615494516814,0.9898957376882347,9.01273112131829,52.66545212442163,1.022538002642948,10.865775018440265,49.01743582657847,0.9890723756314516,11.641129723411373,50.59841404591465
14,50.00314340575758,37.26047693213421,1.795127941197909,0.0,0.9924050136060742,10.632606592376339,49.972192224694886,0.9788333428417028,9.838903453352502,51.752373895562336,0.9844820500320207,13.09133590356319,49.340901879563866,1.0219227426309534,9.697957873893934,49.07398811222907,1.014042185902113,10.0379335067952,49.882053432509714,0.9679118704961074,9.6657546170417,53.262317561038635
15,50.00777274088077,20.373020562626184,0.3263316133124088,0.0,1.0325788171694834,8.41691358674997,48.92707815880428,0.960795701141554,10.989226335964034,46.04598933385487,0.9943116687208025,8.829721983445449,51.036899670076856,1.0270484319906692,8.043535982270502,49.98845447573375,0.9964528539725176,10.903523861781341,50.08135632487605,1.010679670541262,12.136930886432035,52.57785822635636
16,49.996555491333545,26.38560635885198,0.5893631573026892,0.0,0.9909165372611318,8.331877291766467,48.75498611411867,1.0094949820788635,11.223409469121624,50.383962131809284,1.0190341309817361,7.772565878663941,48.2867535634218,0.9945751212623966,11.323089496024444,50.55121458942431,0.9814647314875656,10.20612336380892,47.818431469397794,0.9726218126422033,12.14374933743605,50.54145274050169
17,50.02538207173738,22.937220248265508,1.822594408218941,0.0,0.9731222438444075,8.780074166313716,47.37073533693187,0.9530750680438104,10.881887315392648,50.263371687550475,1.0387342976943796,8.571995209970792,49.98518484870894,1.0328513389987233,8.100658218298054,50.0719773383087,1.0476741698540257,8.932995673619905,49.13751053258952,0.9889562292145848,9.485851672526797,47.904122923736786
18,50.01994293563603,22.67909662603596,0.1332213073631614,0.0,1.0327160714167856,10.054123162277216,51.79095055116198,0.9869277192060156,9.975325165416912,49.196150175244085,1.0154392556691165,12.200257300915316,52.32244500477857,1.0059321158521963,12.586144174428664,47.621242150317826,1.0166136393841325,11.067301345442697,48.38967632147469,1.011720377104144,10.63940227808933,50.027634837541
19,50.011282912236084,23.9740503705423,0.9423238421423885,0.0,1.0178234535082262,8.155487123994435,52.288499436152904,0.9883399136455829,7.658338539669379,47.97117721640122,0.9836349071269739,7.3255732600642585,49.205795340628704,0.9787796862487567,4.826392873552631,50.78286767117086,0.9816615158193803,8.864167089144885,45.10859659354499,0.9940455261329693,9.11154577614325,54.78906785900832
20,50.01459672149447,24.72793902726919,0.17865787103557174,0.0,1.0103157818812745,13.024250653456882,50.02561420295235,1.006605570600917,10.525229269621992,50.112191189983854,1.0015577895124552,7.904959411748905,52.862902892003646,1.0015124150973367,7.992657782434909,50.34412512636843,0.9855561997525558,10.783241446398824,48.03738110965617,0.9837486858615203,11.146446563232857,51.76512967581456
21,50.02090616249423,32.609794400374106,0.829594585858908,0.0,0.9774297032555747,12.145488481551968,49.443069560533,1.0046565080222334,8.728982839587133,50.998148720051994,0.9934477918317806,10.666396303940239,49.34109408008332,1.0046351521275825,7.699136880520479,49.92950546447681,0.9782152648624984,9.391917916675071,52.74970181093897,1.0033939957039943,7.700123790783633,49.214917319799746
22,50.02695441308867,35.059160931857235,1.861707845598321,0.0,0.9723130187764664,7.729198780550043,47.823179684947824,0.9890817365523707,9.864509937343415,50.62636441343904,1.027064588678546,8.180379354420028,49.27925554366516,0.9973937263159783,11.121072158933881,47.54848181604365,0.9559585114282938,7.706471572778215,47.1181051460774,0.9842688346600895,9.448722775295362,49.590196522395075
23,50.003302753788354,25.680759270702666,1.6552670838423642,0.0,1.0103888360481994,9.807074963458989,49.97126476520244,1.0284955240589795,8.918471200523264,49.42034214694287,1.008475143018872,11.316305322666617,51.76309322017367,1.0189606503313766,10.089372287050722,48.858699768427236,1.0127770502466793,10.11862057629303,47.59827284279245,1.0181115304268946,13.515911138275122,52.21448582022742
24,50.016664391998034,33.44141068479648,1.8012342569724813,0.0,0.998103766099251,9.57973965889165,49.389284147089725,1.0156836420194884,9.791535199712536,52.999078897933934,0.9748038670752681,6.973320932611678,50.355945182883886,1.0229632637655972,7.315327538486089,51.14986374939873,1.0273788804077126,10.850754790296975,49.21138013723232,1.0075316317345047,13.63129956739444,50.24382398052314
