Bus1_Vmag,Bus1_Vang,Bus1_P,Bus1_Q,Bus1_f,Bus1_Imag,Bus2_Vmag,Bus2_Vang,Bus2_P,Bus2_Q,Bus2_f,Bus2_Imag,Bus3_Vmag,Bus3_Vang,Bus3_P,Bus3_Q,Bus3_f,Bus3_Imag,Bus4_Vmag,Bus4_Vang,Bus4_P,Bus4_Q,Bus4_f,Bus4_Imag,Bus5_Vmag,Bus5_Vang,Bus5_P,Bus5_Q,Bus5_f,Bus5_Imag,Bus6_Vmag,Bus6_Vang,Bus6_P,Bus6_Q,Bus6_f,Bus6_Imag,Bus7_Vmag,Bus7_Vang,Bus7_P,Bus7_Q,Bus7_f,Bus7_Imag,Bus8_Vmag,Bus8_Vang,Bus8_P,Bus8_Q,Bus8_f,Bus8_Imag,Bus9_Vmag,Bus9_Vang,Bus9_P,Bus9_Q,Bus9_f,Bus9_Imag
228.98320072208028,-1.7855872062204736,57.81644971369213,7.326104945225827,49.98522948545522,101.22375967978058,230.85304044301526,0.9401701673510243,56.329819738984334,8.302029219231592,49.91802764568344,107.86595046020656,234.3254032350319,1.7740676999564537,45.219854870247346,12.090994318028878,50.01464024025311,99.41432211987009,233.16432921097345,-2.9207323576792685,42.20541909971585,9.675627103272022,50.06477156171559,96.56661137033689,233.9612409824901,1.083214946673057,39.90476102302755,11.229910440378685,50.01856455420118,99.97020452466954,231.49881235486316,-2.8006393792562667,47.99601590472658,13.692376594614029,50.04710256188409,102.31995918705056,229.5280273077115,-8.596198492688218,42.75776842446572,11.314276928055579,49.93530530387361,99.30797033699751,230.87977215036838,-1.4215612524948442,52.222036059105875,10.986462867071321,49.990704154523094,98.85761051851941,231.02699580584596,-5.858064576607979,52.59004191997822,11.684778680407174,50.06222890669125,98.85744490492887
225.97653877466234,1.0821114086998227,38.01555451210233,10.440006435773565,50.07867459950445,98.05746992070902,232.72234510171484,2.587694665035494,50.899997286950985,10.363867604698182,50.019748941363886,96.80202132706361,228.21000042979645,4.963058547558688,48.793818376314405,9.34234923834159,49.96308864773571,98.39205130201111,230.78713306065674,-11.793055528267939,40.537220132838456,6.052329871196257,50.01736105088661,98.20931075219316,230.98625891681982,-0.674613284596804,52.457455411690184,10.137791788969784,50.06418589642405,94.66843623552606,231.94412256728629,2.7021259036078367,46.61459265511326,9.642737274240945,49.96285640737774,95.13350989121864,228.34020925143454,0.050890259148116894,46.37130702754799,12.249998070516103,49.935372633113765,112.20690609902368,229.74274713900843,0.2667174476089837,47.191828881644284,12.331295507471784,49.95507796210495,103.46084515606422,231.3294247672656,10.099520189124778,50.86611141487642,9.294512916935687,49.97538640572948,100.64614564911928
228.897685315734,-5.446010545290566,50.94945446399071,10.48185592424994,50.020774565824595,103.04760692590436,229.0202655172647,4.440532463416426,55.513417964913955,9.970133213166681,50.05783553316943,93.15433995918795,231.81010692429732,-5.05150058754693,49.20574606021547,8.6447737331711,50.04872373556911,98.38947238790367,231.44067387925145,-3.4112498111827465,49.32037141175791,10.961446840873762,50.0544576199161,98.36281607689656,229.84884886036198,-5.402185070093112,45.4710776793562,11.162340717607877,50.01527876821457,94.61239156426721,227.3841074527303,9.882427111491586,44.43727206156036,9.847969637411078,50.00460733491443,92.59352860734386,229.23691362127215,-3.4161746913618467,49.56262855453139,8.234620753908935,49.97961645559892,109.01259136339851,232.5605251781423,9.673511315257002,57.75374567766568,9.85618390949877,49.96308176119791,109.14263167541898,225.30806392935997,-4.372414954450036,51.80874219549057,7.828591188278913,49.95969247726968,106.67884803637938
230.1902119943126,-1.5627759782538488,46.17288493719504,5.857838738369399,49.9980963341945,92.75565923489745,227.007547735691,-6.07719990139867,50.60666864161769,8.727074643936236,49.91639039115572,106.23801706988506,229.85150242195763,2.7993587346336617,48.421331725837526,9.248803992235118,50.00362265642539,100.58372206238762,231.07785050305642,7.246058872668067,46.16447261662471,11.367604381148048,50.02642871721776,93.67446006762356,227.71295797426575,-4.533654953228793,50.846883070264,7.810712112734917,49.98377524617987,104.37818526367013,229.79335947922937,-0.7202452666808628,53.70634018872921,10.29883655907775,49.95651313541673,99.6246061344476,227.7748252248821,-1.4528534203707517,47.796238127434826,13.259932484942828,50.07692875433617,103.9634327113011,229.43531367983985,2.0491187185376596,53.62313347830522,9.122997499036277,50.02596415366324,107.27027462330138,229.97381932261342,7.762471233001079,49.393550258950036,11.598597581630893,50.017801463159856,99.36687943107901
222.53964095027118,-2.726453551074042,43.371802234660414,10.897730674639373,49.928714871688996,98.47852627157653,228.54732787681243,-0.7414568746167965,57.73223139178393,8.037266959158254,49.97281310072048,93.79651639920375,228.98387851073437,-0.037572219820961025,50.82184700245004,12.3967157813275,49.92439976984469,100.91122771337496,231.5249408214258,1.9643690088373253,46.35292227982846,9.565665252549017,49.97756891816675,98.12443791339827,231.16385358436787,0.18475875214338602,37.976261962323264,5.286771697770141,50.00246092596661,105.08911475429092,228.34447200611515,5.775333607370115,50.35079426542113,5.633548011430215,50.04217279893974,99.66628008968775,230.0024203503538,10.151694606704071,45.89507517559735,13.718147170737922,49.880105659522,106.66140803938305,232.57036990442626,4.02926994576501,48.15752112069924,9.122975830647874,49.94382324284253,93.03417710451518,231.380864113468,-0.14680749471651974,45.54971109629305,7.924771757858222,50.033753247435484,101.4208180054851
231.80796340316314,4.5423290770237585,45.81680418532502,11.968429350339774,50.03206524631653,101.8105607398855,229.4069102881421,5.646559640841086,59.269755367705095,7.80118342950256,49.892423064527485,92.03324858808215,230.2101721431501,-0.6360376052081456,47.83547246627363,7.715266987370691,49.98867396274537,103.32729420833653,230.46113808257456,10.010176934008237,59.292240214796124,6.831369653931552,49.990854721740256,102.3797302295646,230.27892766928042,1.5790082474752185,49.853644706311385,6.675814800267213,49.99062010400479,96.07913123786783,230.46004730041489,6.135011306691074,47.844090845927084,11.507072605143218,49.94929687768575,102.9407188557657,229.82490913541977,-2.156948866662019,49.14110975369239,14.04283145327866,50.017064014032385,105.36994604791023,230.46211856897585,5.75509236580843,53.84544574379298,9.18588537823578,50.03404766722623,93.89964481877581,225.99789285941762,6.182297734074757,47.2253623455228,6.489073688296395,50.12196687608883,98.48239606847329
228.48849486043753,-2.3252329320859393,49.252156498078214,10.121231639000285,50.08027649316417,101.61192391182074,234.55485614019224,0.30447519714966775,46.586017201960274,10.38990140414537,49.979382987019584,109.75753974408408,228.8610240403966,-6.137368403352378,48.98653750526326,10.38473190087788,49.98699383590918,102.57009947956888,230.62305432758345,3.263346880218912,46.64763743872489,12.757835696954057,49.99716757675477,107.44239745354442,226.88402379346908,0.30300100205109326,59.57785335679277,6.545283898752841,49.97280799642708,93.6029419930034,230.1498208491455,-0.562125826919435,49.861716504165514,4.993710377327417,50.05844747972396,98.45683152792064,228.10218561921576,1.639623869241345,51.05021846304407,8.012776246323048,49.982916056187065,97.04918468770657,230.77431864025348,0.642677242349526,45.08731453138602,11.876024556182816,50.092055559538245,103.77584623493364,230.15174863380926,4.429138708089945,48.35671440511387,9.003847685134343,49.960983107673876,92.37533340333331
230.92880019802473,-6.743130240524321,48.05299742085415,14.20536150058075,50.07624756118909,102.57486587029794,229.92733931945645,-0.850053553863398,64.26909285438975,9.53212959910738,49.93381717980027,98.89245630064411,227.27439876797465,5.357533332530723,43.553675003837384,7.726031858751596,50.065257221943725,100.54643348110748,231.8688004652801,5.581772879572689,50.353433107316654,9.326054647715168,49.97881016190869,91.02758265446036,232.05678154379908,6.792825902117555,47.18238230860355,8.204971481172386,50.05057395774085,96.7609600008836,229.2936960478403,-0.21910397318463756,47.47088250570584,9.94209622030765,50.018259867750245,102.37280123298504,229.29942045069296,-2.9087502906132934,46.43765889672929,11.992157883275215,49.99151715386513,100.97494410767669,229.72788202285682,-9.450881448074757,56.811670520527805,8.657019078620914,49.948523087900796,97.54299668445144,230.7444446860721,3.203172201086672,47.53842813273175,7.395949975322756,50.00957329682013,100.34593533355584
228.81770887148198,1.7543076440476126,41.83287485538269,11.072162701528509,50.048027658376355,100.69741066293136,228.00898078222554,-0.5912617337280984,57.069112063559174,8.3777908622217,49.971121339010146,99.76207418816263,232.09210167874448,0.5863826283568778,53.8883204209822,8.579731011754511,50.03472313881632,97.35524097975579,226.20293878305776,-0.968809420819511,45.603929882618274,9.79783651538079,49.94915650334453,99.6703496422266,232.09515714662953,1.6901914033910128,45.45476376687541,12.770120641774442,50.0474302520887,96.36227505355589,230.46417873978257,-3.889381114459158,49.99313897396392,6.744170522051402,49.902747009297,102.22626011159346,229.29769856572696,9.46245501644796,41.97492950856027,5.9540457573839936,49.9836145037602,99.16601050005922,230.17473942322425,7.112194978416868,50.494196370779136,8.914197733418652,49.982081477647576,101.15843274364389,230.05107274815046,3.6155279925115975,52.018240643320276,10.82547515215496,49.96168842766064,97.63761997169398
226.7455061346739,4.528853736149634,52.47293125170981,9.557419578952688,50.077980425728335,103.61628824101948,230.03142926632603,12.748341939992724,51.742250190503206,10.696099410298594,49.960171168726376,96.28094251720692,229.5960966497297,1.373881537058028,49.665842859061954,9.837276062216844,49.99666633106785,96.74165535776007,233.87893473302762,-0.1325647257915079,48.140472953813536,11.329994545779643,49.99139094512821,95.87406557893824,230.07843623963475,0.42831012432630533,38.969015402340965,11.504410101291779,50.02780728094216,94.41086241711164,234.56551724635878,-3.0030638666640423,62.923240977354894,12.7002794078775,50.073679040686805,98.25489391963922,228.057889288159,-2.4684787078167103,54.22406508359507,10.208452512105405,50.05150135910433,96.89657229087075,231.09901878955384,-3.8565206456106402,48.39753540314644,10.776062342778438,50.005073626885206,93.24628249930852,228.27943893625798,-0.6938985218551847,44.539152083058674,9.267725032256498,50.091520088179294,102.89957849067406
229.05146608104732,-3.7792182847315203,51.30661298888627,13.297919387046386,50.023844328290544,101.74106771312387,229.99744435344758,-2.760358360964708,44.849191931323375,12.897313701234715,50.0252277358265,98.54802500779061,230.83132340837412,4.043176470382547,52.63711788021124,10.160609174960541,50.000205951162,102.54937454927115,230.76948442782498,-4.9343078184388265,54.49890741622212,12.574714157490412,50.106457289388345,96.70330082829868,231.3860077864287,-4.551873665226967,44.30199745358118,9.731855454156454,49.98453787083157,102.1217165087266,232.1958990300186,-9.830419672755049,56.94962544138797,9.571243155538031,49.893209911204835,100.33467048931904,230.35870315983152,-4.559080022171444,52.34117132926113,9.447024182547786,50.00900350755849,99.00209992617135,229.0708553657213,-12.073320056998025,55.31321369419914,10.82936290978224,49.922621996878824,100.65103761409004,232.75335516726167,2.0955867750068764,51.25489494485973,13.915027869608837,49.965619623697854,101.1290975123091
232.07413018469524,0.8873811885007375,53.266900030571726,7.996008200029164,49.929640655145626,96.2273725907398,226.46581479212114,7.759517560515867,43.64335461615848,14.252136996475265,49.989185402503985,112.1174146512297,229.22839639675595,-2.2033918941348567,53.89878216889736,10.723725756655321,49.97113010921868,101.28200251016402,228.8436768537716,-1.3656381369188462,48.19828612556173,9.565535164075628,49.993750564658214,105.8017654901338,229.35484275781812,12.695101069903345,51.74382865830107,9.587784437906144,50.03894313541614,103.83321516262416,230.2239591398174,0.36717213555963907,55.9750639153883,11.7957701763673,49.904222730068255,103.01392005090949,232.1163989644445,4.116513588239556,50.34687005343563,13.137346264302556,49.96662162017344,105.46339762864858,231.09100316189696,-9.986607940521896,50.80335291718677,5.926009666026626,50.01014371657057,87.68392068982129,230.76147867384157,1.9511145564724708,47.129837805627275,8.250741361821415,49.89041289376667,105.08978114575356
225.246325184643,-1.826671551843872,50.51569997270705,7.5105660840859425,49.970303447425984,90.9992053642987,225.7418364005894,6.203277894598745,48.3677742418461,9.650484713937256,50.023857644357086,104.65147353002249,233.4155085765821,7.290444339681813,55.527999901295445,13.377090214276437,50.0526477953082,92.26682048871163,230.1491021554146,-1.6889880905796466,51.78007148915581,10.803242208058009,49.977170839553374,109.23323522795343,227.30386807256122,-3.2855024251458453,59.654962592570755,11.588323640062761,49.913784923680396,111.13847092853723,231.50558943174036,13.020757007595641,46.37742200525581,10.435893045448372,50.04449522009122,91.53915803323005,230.35041892441325,7.038952166553604,43.24222497221864,9.477441546475294,50.00104869170034,97.9302525609207,225.6399626359753,-3.0693432397931253,52.66179826118591,9.555630488272143,49.97932712259849,103.19201124147263,231.72456442539524,-4.347410380361159,44.788932508474744,10.64662393219331,50.00239502440271,98.32280139554969
227.88466337313272,7.4621147838800415,38.787712801833116,8.02862693839734,49.99838915650706,107.16219993943592,226.99057988862506,1.0809234975857394,45.207545324880485,9.878300091103792,49.96666095215065,99.94386655866153,227.70520167644204,0.15132125651734443,56.96085758673764,10.462179633583014,50.050321165869654,104.0523701819259,228.00903364944196,-4.385565203251118,48.869423127755326,11.060704952015277,49.956767518966096,102.75213232595767,231.41430663409082,5.185973459328144,50.05863511160557,8.439024968490228,49.91816507554683,98.28820268314807,227.52731917811556,-6.199055863651074,33.71127239844293,7.650324548232655,49.985921582463135,98.71478737180065,229.8906495135794,-2.0753207973830707,40.29534077412457,10.540326674406073,49.974394016258344,103.22498924828442,228.34409773808054,-0.9094897596943158,51.02454348685417,11.235002123002944,50.00905805311301,91.21417279211462,228.54680678848823,-0.171329719022225,50.5415133243853,9.110275513409544,50.00726309810913,105.73791584546589
